rg-tb-fleet-5	Microsoft.Compute/virtualMachines	tb-fleet-5	swedencentral		
rg-tb-fleet-5	Microsoft.Compute/virtualMachines/extensions	tb-fleet-5/terminal-bench-bootstrap	swedencentral		
rg-tb-fleet-5	Microsoft.Network/networkInterfaces	tb-fleet-5-nic	swedencentral		
rg-tb-fleet-5	Microsoft.Network/networkSecurityGroups	tb-fleet-5-nsg	swedencentral		
rg-tb-fleet-5	Microsoft.Network/publicIPAddresses	tb-fleet-5-pip	swedencentral	Standard	
rg-tb-fleet-5	Microsoft.Network/virtualNetworks	tb-fleet-5-vnet	swedencentral		
rg-tb-fleet-6	Microsoft.Compute/disks	tb-fleet-6-os	swedencentral	Premium_LRS	
rg-tb-fleet-6	Microsoft.Compute/virtualMachines	tb-fleet-6	swedencentral		
rg-tb-fleet-6	Microsoft.Compute/virtualMachines/extensions	tb-fleet-6/terminal-bench-bootstrap	swedencentral		
rg-tb-fleet-6	Microsoft.Network/networkInterfaces	tb-fleet-6-nic	swedencentral		
rg-tb-fleet-6	Microsoft.Network/networkSecurityGroups	tb-fleet-6-nsg	swedencentral		
rg-tb-fleet-6	Microsoft.Network/publicIPAddresses	tb-fleet-6-pip	swedencentral	Standard	
rg-tb-fleet-6	Microsoft.Network/virtualNetworks	tb-fleet-6-vnet	swedencentral		
rg-tb-fleet-7	Microsoft.Compute/disks	tb-fleet-7-os	swedencentral	Premium_LRS	
rg-tb-fleet-7	Microsoft.Compute/virtualMachines	tb-fleet-7	swedencentral		
rg-tb-fleet-7	Microsoft.Compute/virtualMachines/extensions	tb-fleet-7/terminal-bench-bootstrap	swedencentral		
rg-tb-fleet-7	Microsoft.Network/networkInterfaces	tb-fleet-7-nic	swedencentral		
rg-tb-fleet-7	Microsoft.Network/networkSecurityGroups	tb-fleet-7-nsg	swedencentral		
rg-tb-fleet-7	Microsoft.Network/publicIPAddresses	tb-fleet-7-pip	swedencentral	Standard	
rg-tb-fleet-7	Microsoft.Network/virtualNetworks	tb-fleet-7-vnet	swedencentral		
rg-tb-fleet-8	Microsoft.Compute/disks	tb-fleet-8-os	swedencentral	Premium_LRS	
rg-tb-fleet-8	Microsoft.Compute/virtualMachines	tb-fleet-8	swedencentral		
rg-tb-fleet-8	Microsoft.Compute/virtualMachines/extensions	tb-fleet-8/terminal-bench-bootstrap	swedencentral		
rg-tb-fleet-8	Microsoft.Network/networkInterfaces	tb-fleet-8-nic	swedencentral		
rg-tb-fleet-8	Microsoft.Network/networkSecurityGroups	tb-fleet-8-nsg	swedencentral		
rg-tb-fleet-8	Microsoft.Network/publicIPAddresses	tb-fleet-8-pip	swedencentral	Standard	
rg-tb-fleet-8	Microsoft.Network/virtualNetworks	tb-fleet-8-vnet	swedencentral		
rg-tmuskal-7935	Microsoft.CognitiveServices/accounts	a5c-sw-resource	swedencentral	S0	AIServices
rg-tmuskal-7935	Microsoft.CognitiveServices/accounts	tmusk-mdk7huum-eastus2	eastus2	S0	AIServices
rg-tmuskal-7935	Microsoft.CognitiveServices/accounts	tmusk-mdk89kro-norwayeast	norwayeast	S0	AIServices
rg-tmuskal-7935	Microsoft.CognitiveServices/accounts/projects	a5c-sw-resource/a5c-sw	swedencentral		AIServices
rg-tmuskal-7935	Microsoft.CognitiveServices/accounts/projects	tmusk-mdk7huum-eastus2/tmusk-mdk7huum-eastus2_project	eastus2		AIServices
rg-tmuskal-7935	Microsoft.CognitiveServices/accounts/projects	tmusk-mdk89kro-norwayeast/tmusk-mdk89kro-norwayeast_project	norwayeast		AIServices
rg-tmuskal-7935	Microsoft.Insights/components	ai	swedencentral		web
rg-tmuskal-7935	Microsoft.OperationalInsights/workspaces	DefaultWorkspace-cb17b37c-90b5-46c0-bd4c-01d8129a5643	swedencentral		
rg-tmuskal-7935	microsoft.alertsmanagement/smartDetectorAlertRules	Failure Anomalies - ai	global		
rg-tmuskal-7935	microsoft.insights/actiongroups	Application Insights Smart Detection	global		
rg-tmuskal-9340	Microsoft.CognitiveServices/accounts	a5c-us-east-resource	eastus2	S0	AIServices
rg-tmuskal-9340	Microsoft.CognitiveServices/accounts/projects	a5c-us-east-resource/a5c-us-east	eastus2		AIServices
rg-ubuntu-ssh-20260806	Microsoft.Compute/virtualMachines	ubuntu-large-02	eastus2		
rg-ubuntu-ssh-20260806	Microsoft.Network/networkInterfaces	ubuntu-large-02VMNic	eastus2		
rg-ubuntu-ssh-20260806	Microsoft.Network/networkSecurityGroups	ubuntu-large-02NSG	eastus2		
rg-ubuntu-ssh-20260806	Microsoft.Network/publicIPAddresses	ubuntu-large-02PublicIP	eastus2	Standard	
rg-ubuntu-ssh-20260806	Microsoft.Network/virtualNetworks	ubuntu-ssh-01VNET	eastus2		
